日期,代码,得分,MACD得分,KDJ得分,BB得分,量价得分,追涨得分,趋势得分,RS得分,评级,仓位,板块类型,建议持有,收盘价,MA20偏离,未来10日收益,是否盈利
2023-09-28,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,7.19,0.0296,-0.0834,False
2023-10-20,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,6.59,-0.0566,0.0819,True
2023-11-03,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,7.13,0.0395,-0.021,False
2023-11-17,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,6.98,0.0186,0.0602,True
2023-12-01,002327,-1,0,0,0,0,0,0,0,中性,0%,weak,1~2周,7.4,0.0662,-0.0041,False
2023-12-15,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,7.37,0.0262,-0.0095,False
2023-12-29,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,7.3,-0.0003,0.0753,True
2024-01-15,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,7.85,0.0533,0.0178,True
2024-01-29,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,7.99,0.0423,0.1089,True
2024-02-20,002327,-2,0,0,0,0,0,0,0,中性,0%,weak,1~2周,8.86,0.1094,0.0226,True
2024-03-05,002327,-1,0,0,0,0,0,0,0,中性,0%,weak,1~2周,9.06,0.0707,-0.0121,False
2024-03-19,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,8.95,0.0065,0.0123,True
2024-04-02,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,9.06,-0.0081,0.0706,True
2024-04-18,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,9.7,0.0522,-0.0557,False
2024-05-07,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,9.16,-0.011,0.0808,True
2024-05-21,002327,-1,0,0,0,0,0,0,0,中性,0%,weak,1~2周,9.9,0.0625,0.0071,True
2024-06-04,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,9.97,0.0471,-0.0552,False
2024-06-19,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,9.42,-0.0156,-0.034,False
2024-07-03,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,9.1,-0.023,-0.1429,False
2024-07-17,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,7.8,-0.1184,-0.0013,False
2024-07-31,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,7.79,-0.0445,-0.0834,False
2024-08-14,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,7.14,-0.0697,-0.1415,False
2024-08-28,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,6.13,-0.1341,0.0049,True
2024-09-11,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,6.16,-0.041,0.2825,True
2024-09-27,002327,4,2,0,1,0,0,3,0,观望/试仓,30%,main,1~2月,7.9,0.2047,-0.0557,False
2024-10-18,002327,-2,-3,0,0,0,0,1,0,中性,0%,rotating,2~4周,7.46,0.034,-0.0121,False
2024-11-01,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,7.37,-0.0342,0.0027,True
2024-11-15,002327,-3,-1,0,0,0,0,-2,0,中性,0%,rotating,2~4周,7.39,-0.0279,0.1177,True
2024-11-29,002327,-1,0,0,0,0,0,0,0,中性,0%,weak,1~2周,8.26,0.0653,0.0206,True
2024-12-13,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,8.43,0.0439,-0.0913,False
2024-12-27,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,7.66,-0.0463,-0.0196,False
2025-01-13,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,7.51,-0.0433,0.0373,True
2025-01-27,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,7.79,-0.0043,-0.0398,False
2025-02-18,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,7.48,-0.0319,-0.0468,False
2025-03-04,002327,-3,-1,0,0,0,0,-2,0,中性,0%,rotating,2~4周,7.13,-0.0399,0.0533,True
2025-03-18,002327,5,2,0,0,0,0,3,0,观望/试仓,30%,main,1~2月,7.51,0.0338,-0.0186,False
2025-04-01,002327,2,0,0,1,0,0,1,0,观望/试仓,20%,rotating,2~4周,7.37,0.0033,0.0109,True
2025-04-16,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,7.45,0.0142,-0.0899,False
2025-04-30,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,6.78,-0.0635,0.0472,True
2025-05-19,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,7.1,0.0035,0.0324,True
2025-06-03,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,7.33,0.0306,-0.0246,False
2025-06-17,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,7.15,-0.0204,-0.0224,False
2025-07-01,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,6.99,-0.0321,-0.0086,False
2025-07-15,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,6.93,-0.017,-0.0072,False
2025-07-29,002327,-2,-1,0,0,0,0,-1,0,中性,0%,rotating,2~4周,6.88,-0.013,0.0044,True
2025-08-12,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,6.91,0.0003,0.0217,True
2025-08-26,002327,6,1,0,2,0,0,3,0,强力买入,60%,main,1~2月,7.06,0.018,-0.0127,False
2025-09-09,002327,3,2,0,1,0,0,0,0,观望/试仓,20%,rotating,2~4周,6.97,0.0016,-0.0258,False
2025-09-23,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,6.79,-0.016,0.0029,True
2025-10-15,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,6.81,0.0046,-0.0029,False
2025-10-29,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,6.79,0.006,0.0339,True
2025-11-12,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,7.02,0.0255,-0.0142,False
2025-11-26,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,6.92,-0.0014,-0.0491,False
2025-12-10,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,6.58,-0.043,-0.038,False
2025-12-24,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,6.33,-0.033,0.0,False
2026-01-09,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,6.33,0.0009,0.0221,True
2026-01-23,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,6.47,0.0159,0.0402,True
2026-02-06,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,6.73,0.0398,-0.0342,False
2026-03-02,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,6.5,-0.0115,0.0169,True
2026-03-16,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,6.61,0.0075,-0.0091,False
2026-03-30,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,6.55,0.0086,-0.0061,False
2026-04-14,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,6.51,-0.0005,0.063,True
2026-04-28,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,6.92,0.0365,0.0361,True
2026-05-15,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,7.17,0.0379,-0.1004,False
2026-05-29,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,6.45,-0.0549,0.0512,True
2026-06-12,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,6.78,0.0219,-0.0973,False
2026-06-29,002327,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,6.12,-0.0569,0.0229,True
2023-09-28,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,11.15,0.0435,-0.0601,False
2023-10-20,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,10.48,-0.0381,0.0162,True
2023-11-03,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,10.65,-0.0105,0.0732,True
2023-11-17,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,11.43,0.0342,0.0717,True
2023-12-01,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,12.25,0.0429,0.0841,True
2023-12-15,600373,-1,0,0,0,0,0,0,0,中性,0%,weak,1~2周,13.28,0.0694,-0.0753,False
2024-01-04,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,12.28,0.0197,-0.0269,False
2024-01-18,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,11.95,0.0316,0.0326,True
2024-02-01,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,12.34,0.0142,0.081,True
2024-02-23,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,13.34,0.0494,0.0975,True
2024-03-08,600373,-1,0,0,0,0,0,0,0,中性,0%,weak,1~2周,14.64,0.0925,0.0369,True
2024-03-22,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,15.18,0.0469,-0.135,False
2024-04-09,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,13.13,-0.0936,0.0061,True
2024-04-23,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,13.21,-0.0386,0.103,True
2024-05-10,600373,-1,0,0,0,0,0,0,0,中性,0%,weak,1~2周,14.57,0.064,-0.0226,False
2024-05-24,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,14.24,0.0046,-0.0119,False
2024-06-07,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,14.07,-0.0274,-0.0078,False
2024-06-24,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,13.96,-0.024,0.0029,True
2024-07-08,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,14.0,-0.0203,-0.09,False
2024-07-22,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,12.74,-0.0735,-0.0408,False
2024-08-05,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,12.22,-0.0441,0.0516,True
2024-08-19,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,12.85,0.0277,-0.0451,False
2024-09-02,600373,-1,-1,0,0,0,0,0,0,中性,0%,weak,1~2周,12.27,-0.0305,0.0758,True
2024-09-18,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,13.2,0.0188,0.0515,True
2024-10-09,600373,3,1,0,0,0,0,2,0,观望/试仓,30%,main,1~2月,13.88,0.0308,0.031,True
2024-10-23,600373,2,0,0,0,0,0,2,0,观望/试仓,20%,rotating,2~4周,14.31,0.0276,-0.1642,False
2024-11-06,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,11.96,-0.1193,0.0326,True
2024-11-20,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,12.35,-0.0226,-0.0275,False
2024-12-04,600373,1,1,0,0,0,0,0,0,中性,0%,weak,1~2周,12.01,-0.0103,0.0441,True
2024-12-18,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,12.54,0.0143,-0.0558,False
2025-01-02,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,11.84,-0.0542,-0.076,False
2025-01-16,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,10.94,-0.0781,0.0311,True
2025-02-07,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,11.28,-0.0014,-0.0186,False
2025-02-21,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,11.07,-0.0157,-0.0443,False
2025-03-07,600373,-2,0,0,0,0,0,-2,0,中性,0%,rotating,2~4周,10.58,-0.043,-0.0009,False
2025-03-21,600373,-3,-1,0,0,0,0,-2,0,中性,0%,rotating,2~4周,10.57,-0.0168,-0.0738,False
2025-04-07,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,9.79,-0.078,0.0766,True
2025-04-21,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,10.54,-0.0031,-0.0427,False
2025-05-08,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,10.09,-0.0285,-0.0198,False
2025-05-22,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,9.89,-0.0136,0.0182,True
2025-06-06,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,10.07,0.0119,-0.0189,False
2025-06-20,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,9.88,-0.0148,0.002,True
2025-07-04,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,9.9,-0.0142,-0.0101,False
2025-07-18,600373,-4,-2,0,0,0,0,-2,0,中性,0%,rotating,2~4周,9.8,-0.017,0.001,True
2025-08-01,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,9.81,-0.0104,0.0153,True
2025-08-15,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,9.96,0.0081,0.011,True
2025-08-29,600373,-1,0,-1,0,0,0,0,0,中性,0%,main,1~2月,10.07,0.001,-0.005,False
2025-09-12,600373,-1,0,0,0,0,0,-1,0,中性,0%,main_fading,2~4周,10.02,-0.01,-0.012,False
2025-09-26,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,9.9,-0.0135,0.0152,True
2025-10-20,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,10.05,-0.0057,0.0736,True
2025-11-03,600373,-1,0,0,0,0,0,0,0,中性,0%,weak,1~2周,10.79,0.0615,0.0334,True
2025-11-17,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,11.15,0.0392,-0.07,False
2025-12-01,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,10.37,-0.0516,-0.0617,False
2025-12-15,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,9.73,-0.053,-0.075,False
2025-12-29,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,9.0,-0.0602,0.1133,True
2026-01-14,600373,-1,0,0,0,0,0,0,0,中性,0%,weak,1~2周,10.02,0.0765,-0.0888,False
2026-01-28,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,9.13,-0.0246,0.0493,True
2026-02-11,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,9.58,0.0294,-0.072,False
2026-03-05,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,8.89,-0.0379,-0.0214,False
2026-03-19,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,8.7,-0.0352,-0.0437,False
2026-04-02,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,8.32,-0.0284,-0.0036,False
2026-04-17,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,8.29,0.0002,0.006,True
2026-05-06,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,8.34,0.0163,-0.0624,False
2026-05-20,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,7.82,-0.0331,-0.0729,False
2026-06-03,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,7.25,-0.0681,0.0303,True
2026-06-17,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,7.47,-0.004,-0.1004,False
2026-07-02,600373,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,6.72,-0.0672,0.0818,True
2023-09-28,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,49.05,-0.0232,-0.0526,False
2023-10-20,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,46.47,-0.0454,0.1171,True
2023-11-03,002847,-1,0,0,0,0,0,0,0,中性,0%,weak,1~2周,51.91,0.0613,0.0067,True
2023-11-17,002847,-1,-1,0,0,0,0,0,0,中性,0%,weak,1~2周,52.26,0.0086,0.0124,True
2023-12-01,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,52.91,-0.0081,-0.1211,False
2023-12-15,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,46.5,-0.0878,-0.0202,False
2023-12-29,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,45.56,-0.0231,0.0235,True
2024-01-15,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,46.63,0.0441,-0.0566,False
2024-01-29,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,43.99,-0.029,0.0375,True
2024-02-20,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,45.64,0.0254,0.002,True
2024-03-05,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,45.73,0.0325,-0.0094,False
2024-03-19,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,45.3,-0.005,0.0978,True
2024-04-02,002847,-1,0,0,0,0,0,0,0,中性,0%,weak,1~2周,49.73,0.0733,0.0056,True
2024-04-18,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,50.01,0.0411,0.0194,True
2024-05-07,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,50.98,0.0281,-0.0712,False
2024-05-21,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,47.35,-0.0397,-0.0458,False
2024-06-04,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,45.18,-0.0341,-0.0177,False
2024-06-19,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,44.38,-0.0141,-0.1021,False
2024-07-03,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,39.85,-0.0779,-0.0913,False
2024-07-17,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,36.21,-0.0855,-0.0337,False
2024-07-31,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,34.99,-0.0305,-0.0169,False
2024-08-14,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,34.4,-0.0055,0.0012,True
2024-08-28,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,34.44,-0.0169,0.1103,True
2024-09-11,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,38.24,0.0575,0.1993,True
2024-09-27,002847,1,1,-2,1,0,0,3,0,中性,0%,main,1~2月,45.86,0.183,0.1494,True
2024-10-18,002847,1,1,0,0,0,0,2,0,中性,0%,rotating,2~4周,52.71,0.1571,-0.0859,False
2024-11-01,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,48.18,-0.0505,0.0963,True
2024-11-15,002847,-4,-5,0,0,0,0,1,0,中性,0%,main_fading,2~4周,52.82,0.0115,-0.0646,False
2024-11-29,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,49.41,-0.0449,0.101,True
2024-12-13,002847,4,3,-1,1,0,0,2,0,观望/试仓,20%,rotating,2~4周,54.4,0.0774,0.071,True
2024-12-27,002847,-1,0,0,0,0,0,0,0,中性,0%,weak,1~2周,58.26,0.0873,-0.0628,False
2025-01-13,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,54.6,-0.0457,-0.0674,False
2025-01-27,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,50.92,-0.0954,-0.0648,False
2025-02-18,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,47.62,-0.0777,0.0577,True
2025-03-04,002847,6,3,0,0,1,0,2,0,强力买入,50%,rotating,2~4周,50.37,0.0134,0.1177,True
2025-03-18,002847,1,1,-1,0,0,0,2,0,中性,0%,main,1~2月,56.3,0.0746,0.1515,True
2025-04-01,002847,1,0,-1,1,0,0,3,0,中性,0%,rotating,2~4周,64.83,0.16,0.2892,True
2025-04-16,002847,-2,0,0,0,0,0,0,0,中性,0%,weak,1~2周,83.58,0.2655,0.0457,True
2025-04-30,002847,-1,0,0,0,0,0,0,0,中性,0%,weak,1~2周,87.4,0.0956,0.0056,True
2025-05-19,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,87.89,0.0248,0.0226,True
2025-06-03,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,89.88,0.0305,-0.1155,False
2025-06-17,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,79.5,-0.0858,-0.0069,False
2025-07-01,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,78.95,-0.0392,-0.083,False
2025-07-15,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,72.4,-0.0524,-0.0568,False
2025-07-29,002847,-3,0,0,-1,0,0,-2,0,中性,0%,rotating,2~4周,68.29,-0.0739,0.04,True
2025-08-12,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,71.02,0.002,-0.0062,False
2025-08-26,002847,3,1,0,0,0,0,2,0,观望/试仓,30%,main,1~2月,70.58,0.0071,0.0045,True
2025-09-09,002847,-4,-2,0,-2,0,0,0,0,中性,0%,rotating,2~4周,70.9,-0.0079,-0.0797,False
2025-09-23,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,65.25,-0.0697,0.1202,True
2025-10-15,002847,-1,0,0,0,0,0,0,0,中性,0%,weak,1~2周,73.09,0.0649,-0.056,False
2025-10-29,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,69.0,0.0022,0.1225,True
2025-11-12,002847,-1,0,0,0,0,0,0,0,中性,0%,weak,1~2周,77.45,0.0945,-0.0776,False
2025-11-26,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,71.44,-0.0211,-0.0473,False
2025-12-10,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,68.06,-0.0405,0.0195,True
2025-12-24,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,69.39,0.005,0.033,True
2026-01-09,002847,1,1,-1,0,0,0,1,0,中性,0%,rotating,2~4周,71.68,0.031,-0.0218,False
2026-01-23,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,70.12,-0.01,-0.0302,False
2026-02-06,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,68.0,-0.0328,-0.1001,False
2026-03-02,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,61.19,-0.0839,-0.0047,False
2026-03-16,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,60.9,-0.0336,-0.0276,False
2026-03-30,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,59.22,-0.0036,-0.0881,False
2026-04-14,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,54.0,-0.0632,-0.0148,False
2026-04-28,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,53.2,-0.0399,0.0338,True
2026-05-15,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,55.0,0.0026,0.0551,True
2026-05-29,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,58.03,0.0301,-0.0829,False
2026-06-12,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,53.22,-0.0488,-0.1334,False
2026-06-29,002847,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,46.12,-0.102,-0.0308,False
2023-09-28,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,23.52,-0.0101,-0.0838,False
2023-10-20,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,21.55,-0.0691,-0.0135,False
2023-11-03,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,21.26,-0.0327,-0.0165,False
2023-11-17,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,20.91,-0.0217,-0.0268,False
2023-12-01,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,20.35,-0.0339,-0.0501,False
2023-12-15,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,19.33,-0.0425,0.0372,True
2023-12-29,600585,1,1,0,0,0,0,0,0,中性,0%,weak,1~2周,20.05,0.0312,0.005,True
2024-01-15,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,20.15,0.0244,0.0199,True
2024-01-29,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,20.55,0.0318,0.0681,True
2024-02-20,600585,-1,0,0,0,0,0,0,0,中性,0%,weak,1~2周,21.95,0.0719,-0.0323,False
2024-03-05,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,21.24,-0.0036,-0.0259,False
2024-03-19,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,20.69,-0.0306,-0.0401,False
2024-04-02,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,19.86,-0.0304,0.0277,True
2024-04-18,600585,1,1,0,0,0,0,0,0,中性,0%,weak,1~2周,20.41,0.0233,0.0142,True
2024-05-07,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,20.7,0.0233,0.1058,True
2024-05-21,600585,-1,0,0,0,0,0,0,0,中性,0%,weak,1~2周,22.89,0.0784,-0.0367,False
2024-06-04,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,22.05,0.0009,-0.0385,False
2024-06-19,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,21.2,-0.0238,0.0608,True
2024-07-03,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,22.49,0.0379,0.0542,True
2024-07-17,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,23.71,0.0527,-0.0464,False
2024-07-31,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,22.61,-0.0126,-0.0694,False
2024-08-14,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,21.04,-0.0539,-0.1003,False
2024-08-28,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,18.93,-0.0978,-0.0248,False
2024-09-11,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,18.46,-0.0581,0.2264,True
2024-09-27,600585,-2,0,0,0,0,0,0,0,中性,0%,weak,1~2周,22.64,0.1775,0.0415,True
2024-10-18,600585,-1,0,0,0,0,0,0,0,中性,0%,weak,1~2周,23.58,0.0914,0.0704,True
2024-11-01,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,25.24,0.0489,-0.0448,False
2024-11-15,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,24.11,-0.0244,-0.0004,False
2024-11-29,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,24.1,-0.0202,0.0187,True
2024-12-13,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,24.55,0.015,-0.0847,False
2024-12-27,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,22.47,-0.0445,-0.0098,False
2025-01-13,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,22.25,-0.0098,0.049,True
2025-01-27,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,23.34,0.0365,-0.0647,False
2025-02-18,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,21.83,-0.0328,-0.0087,False
2025-03-04,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,21.64,-0.0088,0.0772,True
2025-03-18,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,23.31,0.056,-0.0287,False
2025-04-01,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,22.64,-0.0107,0.0574,True
2025-04-16,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,23.94,0.0313,-0.0593,False
2025-04-30,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,22.52,-0.0337,-0.0266,False
2025-05-19,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,21.92,-0.0369,-0.0319,False
2025-06-03,600585,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,21.22,-0.0364,-0.0254,False
