日期,代码,得分,MACD得分,KDJ得分,BB得分,量价得分,追涨得分,趋势得分,RS得分,评级,仓位,板块类型,建议持有,收盘价,MA20偏离,未来10日收益,是否盈利
2024-03-19,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,6.9,-0.0167,-0.0536,False
2024-04-02,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,6.53,-0.0433,-0.121,False
2024-04-18,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,5.74,-0.1007,0.101,True
2024-05-07,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,6.32,0.0448,0.0063,True
2024-05-21,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,6.36,0.0403,-0.0975,False
2024-06-04,301078,-1,-1,0,0,0,0,0,0,中性,0%,weak,1~2周,5.74,-0.0643,-0.0906,False
2024-06-19,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,5.22,-0.0892,0.0575,True
2024-07-03,301078,-1,0,0,0,0,0,0,0,中性,0%,weak,1~2周,5.52,0.0632,-0.0543,False
2024-07-17,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,5.22,0.0358,0.0057,True
2024-07-31,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,5.25,0.0288,-0.0267,False
2024-08-14,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,5.11,-0.0128,-0.0196,False
2024-08-28,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,5.01,-0.018,0.004,True
2024-09-11,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,5.03,0.0016,0.5209,True
2024-09-27,301078,2,2,0,1,0,-2,3,0,观望/试仓,30%,main,1~2月,7.65,0.3913,0.319,True
2024-10-18,301078,-1,0,0,0,0,0,1,0,中性,0%,rotating,2~4周,10.09,0.285,0.0704,True
2024-11-01,301078,-1,-1,0,0,0,0,0,0,中性,0%,weak,1~2周,10.8,0.0271,0.0296,True
2024-11-15,301078,-5,-6,0,0,0,0,1,0,中性,0%,rotating,2~4周,11.12,-0.0406,0.2059,True
2024-11-29,301078,-1,0,0,0,0,0,0,0,中性,0%,weak,1~2周,13.41,0.0864,-0.0037,False
2024-12-13,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,13.36,0.0013,-0.1662,False
2024-12-27,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,11.14,-0.128,-0.0054,False
2025-01-13,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,11.08,-0.0258,0.1453,True
2025-01-27,301078,-1,0,0,0,0,0,0,0,中性,0%,weak,1~2周,12.69,0.0672,0.0063,True
2025-02-18,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,12.77,0.0012,0.0908,True
2025-03-04,301078,-1,-2,0,0,0,0,1,0,中性,0%,rotating,2~4周,13.93,0.0347,0.0933,True
2025-03-18,301078,2,0,-1,0,0,0,3,0,观望/试仓,30%,main,1~2月,15.23,0.048,-0.1957,False
2025-04-01,301078,-3,-1,0,0,0,0,-2,0,中性,0%,rotating,2~4周,12.25,-0.1468,0.1445,True
2025-04-16,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,14.02,0.0537,-0.1006,False
2025-04-30,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,12.61,-0.0412,0.0341,True
2025-05-19,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,13.04,0.0038,0.1656,True
2025-06-03,301078,-2,0,0,0,0,0,0,0,中性,0%,weak,1~2周,15.2,0.1411,-0.1184,False
2025-06-17,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,13.4,-0.045,-0.0164,False
2025-07-01,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,13.18,-0.0198,-0.0387,False
2025-07-15,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,12.67,-0.0209,0.075,True
2025-07-29,301078,3,1,0,1,0,0,1,0,观望/试仓,20%,rotating,2~4周,13.62,0.0528,-0.08,False
2025-08-12,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,12.53,-0.0299,0.0263,True
2025-08-26,301078,2,2,0,0,0,0,0,0,观望/试仓,30%,main,1~2月,12.86,0.0014,-0.091,False
2025-09-09,301078,-3,-1,0,0,0,0,-2,0,中性,0%,rotating,2~4周,11.69,-0.0566,-0.0719,False
2025-09-23,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,10.85,-0.0755,0.0369,True
2025-10-15,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,11.25,0.0128,-0.0409,False
2025-10-29,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,10.79,-0.006,-0.0102,False
2025-11-12,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,10.68,-0.0097,-0.0599,False
2025-11-26,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,10.04,-0.0437,0.005,True
2025-12-10,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,10.09,-0.0002,0.0634,True
2025-12-24,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,10.73,0.0542,0.0205,True
2026-01-09,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,10.95,0.0391,0.0091,True
2026-01-23,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,11.05,0.0133,-0.0317,False
2026-02-06,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,10.7,-0.0293,0.0262,True
2026-03-02,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,10.98,0.0178,-0.1803,False
2026-03-16,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,9.0,-0.1116,-0.0822,False
2026-03-30,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,8.26,-0.073,0.0351,True
2026-04-14,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,8.55,0.0228,0.0012,True
2026-04-28,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,8.56,-0.0008,-0.0117,False
2026-05-15,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,8.46,-0.0294,0.0804,True
2026-05-29,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,9.14,0.0195,-0.1641,False
2026-06-12,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,7.64,-0.1263,-0.127,False
2026-06-29,301078,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,6.67,-0.1405,-0.0255,False
2023-09-28,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,52.78,0.0071,-0.1124,False
2023-10-20,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,46.85,-0.0751,0.0448,True
2023-11-03,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,48.95,-0.0042,-0.0161,False
2023-11-17,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,48.16,-0.0098,0.054,True
2023-12-01,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,50.76,0.032,-0.0274,False
2023-12-15,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,49.37,-0.0124,0.0472,True
2023-12-29,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,51.7,0.0327,-0.0565,False
2024-01-15,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,48.78,-0.0338,0.0293,True
2024-01-29,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,50.21,0.007,-0.1476,False
2024-02-20,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,42.8,-0.0539,-0.0213,False
2024-03-05,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,41.89,-0.0024,-0.0251,False
2024-03-19,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,40.84,-0.0254,-0.049,False
2024-04-02,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,38.84,-0.0404,0.0239,True
2024-04-18,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,39.77,0.0074,0.0795,True
2024-05-07,600085,-1,0,0,0,0,0,0,0,中性,0%,weak,1~2周,42.93,0.0742,0.037,True
2024-05-21,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,44.52,0.0512,-0.0368,False
2024-06-04,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,42.88,-0.0158,-0.0499,False
2024-06-19,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,40.74,-0.0349,-0.0933,False
2024-07-03,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,36.94,-0.062,-0.0095,False
2024-07-17,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,36.59,-0.0033,-0.0219,False
2024-07-31,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,35.79,-0.0082,-0.0338,False
2024-08-14,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,34.58,-0.0302,-0.0613,False
2024-08-28,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,32.46,-0.0601,-0.0481,False
2024-09-11,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,30.9,-0.0704,0.189,True
2024-09-27,600085,-2,0,0,0,0,0,0,0,中性,0%,weak,1~2周,36.74,0.146,-0.0136,False
2024-10-18,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,36.24,0.0544,0.0872,True
2024-11-01,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,39.4,0.04,0.0155,True
2024-11-15,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,40.01,0.0093,-0.0062,False
2024-11-29,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,39.76,-0.0064,0.0035,True
2024-12-13,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,39.9,0.0079,0.01,True
2024-12-27,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,40.3,0.0069,-0.106,False
2025-01-13,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,36.03,-0.0753,-0.0017,False
2025-01-27,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,35.97,-0.0263,-0.0014,False
2025-02-18,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,35.92,-0.0126,-0.012,False
2025-03-04,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,35.49,-0.0152,0.0121,True
2025-03-18,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,35.92,0.0119,0.0056,True
2025-04-01,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,36.12,0.0104,-0.0194,False
2025-04-16,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,35.42,-0.0063,0.0008,True
2025-04-30,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,35.45,0.004,0.0214,True
2025-05-19,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,36.21,0.0175,0.0257,True
2025-06-03,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,37.14,0.0224,-0.0525,False
2025-06-17,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,35.19,-0.0356,0.0125,True
2025-07-01,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,35.63,-0.0045,-0.0188,False
2025-07-15,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,34.96,-0.0079,0.0283,True
2025-07-29,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,35.95,0.0161,-0.0003,False
2025-08-12,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,35.94,0.0019,0.0217,True
2025-08-26,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,36.72,0.0147,-0.0501,False
2025-09-09,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,34.88,-0.0232,-0.0344,False
2025-09-23,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,33.68,-0.0322,0.0045,True
2025-10-15,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,33.83,-0.008,-0.0142,False
2025-10-29,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,33.35,-0.009,0.0267,True
2025-11-12,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,34.24,0.0225,-0.035,False
2025-11-26,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,33.04,-0.0184,-0.0182,False
2025-12-10,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,32.44,-0.028,-0.0361,False
2025-12-24,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,31.27,-0.0346,0.0214,True
2026-01-09,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,31.94,0.0032,-0.0639,False
2026-01-23,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,29.9,-0.0454,0.0378,True
2026-02-06,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,31.03,0.0179,-0.0371,False
2026-03-02,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,29.88,-0.0107,-0.0074,False
2026-03-16,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,29.66,-0.0085,-0.0664,False
2026-03-30,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,27.69,-0.0461,-0.0054,False
2026-04-14,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,27.54,-0.0159,-0.0261,False
2026-04-28,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,26.82,-0.0177,-0.0007,False
2026-05-15,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,26.8,-0.0139,-0.0616,False
2026-05-29,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,25.15,-0.0366,-0.0278,False
2026-06-12,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,24.45,-0.0122,-0.0573,False
2026-06-29,600085,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,23.05,-0.0299,0.0642,True
2023-09-28,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,16.43,0.0195,-0.017,False
2023-10-20,300498,-1,-1,0,0,0,0,0,0,中性,0%,weak,1~2周,16.15,-0.0207,0.091,True
2023-11-03,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,17.62,0.0366,-0.0176,False
2023-11-17,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,17.31,-0.0064,0.0497,True
2023-12-01,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,18.17,0.0213,0.0165,True
2023-12-15,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,18.47,0.0029,0.0347,True
2023-12-29,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,19.11,0.0286,-0.0277,False
2024-01-15,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,18.58,-0.0022,-0.0355,False
2024-01-29,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,17.92,-0.0287,0.0452,True
2024-02-20,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,18.73,0.0262,-0.0144,False
2024-03-05,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,18.46,0.0025,-0.0433,False
2024-03-19,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,17.66,-0.0242,0.0317,True
2024-04-02,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,18.22,0.0169,-0.0324,False
2024-04-18,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,17.63,-0.0183,0.0244,True
2024-05-07,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,18.06,0.0052,0.17,True
2024-05-21,300498,-2,0,0,0,0,0,0,0,中性,0%,weak,1~2周,21.13,0.1051,-0.0104,False
2024-06-04,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,20.91,0.0183,-0.089,False
2024-06-19,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,19.05,-0.0688,0.0026,True
2024-07-03,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,19.1,-0.0234,0.0309,True
2024-07-17,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,19.69,0.0332,-0.0305,False
2024-07-31,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,19.09,0.0018,-0.0084,False
2024-08-14,300498,1,0,0,0,1,0,0,0,中性,0%,weak,1~2周,18.93,-0.0097,-0.1543,False
2024-08-28,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,16.01,-0.1192,-0.0394,False
2024-09-11,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,15.38,-0.0709,0.1359,True
2024-09-27,300498,2,3,-1,1,0,0,1,0,观望/试仓,20%,rotating,2~4周,17.47,0.1172,-0.0023,False
2024-10-18,300498,1,0,0,0,0,0,1,0,中性,0%,rotating,2~4周,17.43,0.0416,0.0166,True
2024-11-01,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,17.72,-0.0174,-0.0305,False
2024-11-15,300498,-5,-3,0,-1,0,0,-1,0,中性,0%,rotating,2~4周,17.18,-0.0464,-0.0314,False
2024-11-29,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,16.64,-0.0452,0.006,True
2024-12-13,300498,1,1,0,0,0,0,0,0,中性,0%,rotating,2~4周,16.74,0.0002,-0.0287,False
2024-12-27,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,16.26,-0.0109,-0.0713,False
2025-01-13,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,15.1,-0.048,0.0219,True
2025-01-27,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,15.43,0.0026,-0.0045,False
2025-02-18,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,15.36,-0.001,0.0293,True
2025-03-04,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,15.81,0.0173,0.0177,True
2025-03-18,300498,2,-1,0,0,0,0,3,0,观望/试仓,20%,rotating,2~4周,16.09,0.0208,0.0,False
2025-04-01,300498,0,-2,-1,1,0,0,2,0,中性,0%,rotating,2~4周,16.09,0.0064,0.0342,True
2025-04-16,300498,1,0,-1,1,0,0,1,0,中性,0%,rotating,2~4周,16.64,0.0176,-0.024,False
2025-04-30,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,16.24,-0.0141,-0.0277,False
2025-05-19,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,15.79,-0.0242,0.0507,True
2025-06-03,300498,4,2,0,1,0,0,1,0,观望/试仓,20%,rotating,2~4周,16.59,0.0378,0.0133,True
2025-06-17,300498,1,0,0,0,0,0,1,0,中性,0%,rotating,2~4周,16.81,0.0257,-0.0149,False
2025-07-01,300498,1,0,0,0,1,0,0,0,中性,0%,weak,1~2周,16.56,-0.0091,-0.0018,False
2025-07-15,300498,-4,-4,0,-2,0,0,2,0,中性,0%,rotating,2~4周,16.53,-0.0099,0.0363,True
2025-07-29,300498,1,0,0,0,0,0,1,0,中性,0%,rotating,2~4周,17.13,0.003,-0.007,False
2025-08-12,300498,-1,0,0,0,0,0,-1,0,中性,0%,rotating,2~4周,17.01,-0.0094,0.057,True
2025-08-26,300498,6,3,0,1,0,0,2,0,强力买入,60%,main,1~2月,17.98,0.0538,0.0089,True
2025-09-09,300498,5,3,-2,1,0,0,3,0,观望/试仓,20%,rotating,2~4周,18.14,0.047,0.0193,True
2025-09-23,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,18.49,0.0166,-0.0114,False
2025-10-15,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,18.28,-0.0157,-0.0274,False
2025-10-29,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,17.78,-0.0156,0.0163,True
2025-11-12,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,18.07,0.0127,-0.0271,False
2025-11-26,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,17.58,-0.0073,-0.0523,False
2025-12-10,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,16.66,-0.037,-0.0138,False
2025-12-24,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,16.43,-0.0268,0.0213,True
2026-01-09,300498,3,0,0,1,0,0,2,0,观望/试仓,20%,rotating,2~4周,16.78,0.0042,-0.0799,False
2026-01-23,300498,-3,-1,0,0,0,0,-2,0,中性,0%,rotating,2~4周,15.44,-0.0569,0.0117,True
2026-02-06,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,15.62,-0.0076,0.0051,True
2026-03-02,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,15.7,0.0155,0.1051,True
2026-03-16,300498,3,1,0,0,0,0,3,0,观望/试仓,30%,main,1~2月,17.35,0.0789,-0.0415,False
2026-03-30,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,16.63,-0.0068,0.0241,True
2026-04-14,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,17.03,0.0241,-0.0881,False
2026-04-28,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,15.53,-0.0498,-0.0419,False
2026-05-15,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,14.88,-0.0656,-0.0941,False
2026-05-29,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,13.48,-0.0843,-0.0556,False
2026-06-12,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,12.73,-0.0422,-0.0126,False
2026-06-29,300498,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,12.57,0.0034,0.074,True
2023-09-28,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,17.3,-0.0078,-0.0665,False
2023-10-20,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,16.15,-0.0491,0.0241,True
2023-11-03,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,16.54,0.0034,-0.0133,False
2023-11-17,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,16.32,-0.0066,0.0135,True
2023-12-01,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,16.54,0.0011,-0.0514,False
2023-12-15,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,15.69,-0.0333,-0.0223,False
2023-12-29,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,15.34,-0.0115,-0.0489,False
2024-01-15,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,14.59,-0.0211,-0.0473,False
2024-01-29,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,13.9,-0.035,0.0719,True
2024-02-20,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,14.9,0.0536,0.006,True
2024-03-05,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,14.99,0.0263,0.0454,True
2024-03-19,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,15.67,0.0359,-0.0645,False
2024-04-02,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,14.66,-0.0338,0.0048,True
2024-04-18,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,14.73,-0.0024,0.0346,True
2024-05-07,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,15.24,0.0404,-0.0118,False
2024-05-21,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,15.06,0.0046,-0.0525,False
2024-06-04,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,14.27,-0.0331,-0.0603,False
2024-06-19,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,13.41,-0.0506,-0.0403,False
2024-07-03,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,12.87,-0.0383,-0.0225,False
2024-07-17,300146,1,1,0,0,0,0,0,0,中性,0%,weak,1~2周,12.58,-0.01,0.0135,True
2024-07-31,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,12.75,0.0227,-0.1741,False
2024-08-14,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,10.53,-0.1162,-0.0313,False
2024-08-28,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,10.2,-0.0548,-0.0108,False
2024-09-11,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,10.09,-0.0105,0.2042,True
2024-09-27,300146,4,2,0,1,0,0,3,0,观望/试仓,30%,main,1~2月,12.15,0.1758,0.0016,True
2024-10-18,300146,-2,-3,0,0,0,0,1,0,中性,0%,rotating,2~4周,12.17,0.0435,-0.0288,False
2024-11-01,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,11.82,-0.0561,0.0237,True
2024-11-15,300146,-3,-3,0,0,0,0,0,0,中性,0%,main_fading,2~4周,12.1,-0.0221,-0.0314,False
2024-11-29,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,11.72,-0.0365,0.0657,True
2024-12-13,300146,4,2,0,-1,0,0,3,0,观望/试仓,20%,rotating,2~4周,12.49,0.0447,-0.0697,False
2024-12-27,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,11.62,-0.0322,-0.0964,False
2025-01-13,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,10.5,-0.0756,-0.0048,False
2025-01-27,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,10.45,-0.0284,0.0325,True
2025-02-18,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,10.79,0.0007,0.0009,True
2025-03-04,300146,-1,-1,0,0,1,0,-1,0,中性,0%,rotating,2~4周,10.8,-0.0065,0.0676,True
2025-03-18,300146,4,1,0,0,0,0,3,0,观望/试仓,30%,main,1~2月,11.53,0.045,-0.0486,False
2025-04-01,300146,-2,0,0,0,0,0,-2,0,中性,0%,rotating,2~4周,10.97,-0.0181,-0.0428,False
2025-04-16,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,10.5,-0.0263,0.0038,True
2025-04-30,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,10.54,0.0047,0.0294,True
2025-05-19,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,10.85,0.016,0.0461,True
2025-06-03,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,11.35,0.031,-0.0493,False
2025-06-17,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,10.79,-0.0321,0.0083,True
2025-07-01,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,10.88,-0.0026,0.0165,True
2025-07-15,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,11.06,0.0181,0.0335,True
2025-07-29,300146,0,-2,-1,0,0,0,3,0,中性,0%,rotating,2~4周,11.43,0.0261,0.0464,True
2025-08-12,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,11.96,0.0475,0.0151,True
2025-08-26,300146,4,1,0,0,0,0,3,0,观望/试仓,30%,main,1~2月,12.14,0.033,-0.0198,False
2025-09-09,300146,-1,0,0,0,0,0,-1,0,中性,0%,rotating,2~4周,11.9,0.0053,-0.0571,False
2025-09-23,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,11.22,-0.0378,0.0401,True
2025-10-15,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,11.67,0.0222,0.0266,True
2025-10-29,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,11.98,0.039,0.0401,True
2025-11-12,300146,0,0,0,0,0,0,0,0,中性,0%,weak,1~2周,12.46,0.0369,-0.049,False
